"","EN","UA","COMM"
"1676","lymph node","лімфатичний вузол",NA
"1677","malaise","слабкість","mbgv"
"1678","malaise","хворобливість","mbgv"
"1679","malaise","дискомфорт","mbgv"
"1680","malaise","нездужання",NA
"1681","malaise","нездоров'я",NA
"1682","malaria febrile paroxism","малярійний напад",NA
"1683","malarial mosquito","малярійний комар",NA
"1684","malarial pigment","гемомеланін",NA
"1685","maleruption","неправильне прорізування зубів",NA
"1686","malfunction","дисфункція",NA
"1687","malign","злоякісний",NA
"1688","malignance","злоякісність",NA
"1689","malignancy","злоякісність",NA
"1690","malignant","злоякісний",NA
"1691","malignant cancer","ракова клітина",NA
"1692","malignant edema","блискавична гангрена",NA
"1693","malignant growth","злоякісна пухлина",NA
"1694","malignant growth","ракова пухлина",NA
"1695","malignant hemangioma","ангіосаркома",NA
"1696","malignant leiomyoma","лейоміосаркома",NA
"1697","massage","розтирання",NA
"1698","massive hemorrhage","масивний крововилив",NA
"1699","massive hemorrhage","масивна кровотеча",NA
"1700","mast cell","гепариноцит",NA
"1701","mast cell","мастоцит",NA
"1702","mastalgia","масталгіяж",NA
"1703","mastalgia","мастодинія",NA
"1704","mastectomy","мастектомія",NA
"1705","mastitis","грудниця",NA
"1706","mastitis","мастит",NA
"1707","mastitis","запалення молочних залоз",NA
"1708","mastocyte","мастоцит",NA
"1709","mastodynia","масталгіяж",NA
"1710","mastodynia","мастодинія",NA
"1711","mastoidal abscess","мастоїдальний абсцес",NA
"1712","mastotomy","маммотомія",NA
"1713","maternal blood","материнська кров",NA
"1714","maternity (lying-in) hospital","родильний (пологовий) будинок",NA
"1715","matter","гній",NA
"1716","maturate","визріти",NA
"1717","medicine (fluid) dropper","піпетка",NA
"1718","medicine of emergency","медицина невідкладних станів","Yanamahan"
"1719","medulla","медула",NA
"1720","medullary canal","кістковомозковий канал",NA
"1721","medullary cavity","кістковомозковий канал",NA
"1722","medullary cavity","мозкова порожнина",NA
"1723","medullary substance","мозкова речовина",NA
"1724","megacaryoblast","мегакаріобласт",NA
"1725","megacaryocyte","мегакаріоцит",NA
"1726","megacephalia","мегалокефалія",NA
"1727","megacephaly","мегалокефалія",NA
"1728","megacolon","мегаколон",NA
"1729","megakaryoblast","мегакаріобласт",NA
"1730","megakaryocyte","мегакаріоцит",NA
"1731","megalocephaly","мегалокефалія",NA
"1732","megalocytic anemia","мегалоцитарна анемія",NA
"1733","megalodactylism","макродактилія",NA
"1734","megalodactylism","мегалодактилія",NA
"1735","megaloglossia","макроглосія",NA
"1736","megaloglossia","мегалоглосія",NA
"1737","mesometrium","мезометрій",NA
"1738","mesothelioma","целотеліома",NA
"1739","metabolic activity","обмінна активність",NA
"1740","metabolic arthritis","обмінний артрит",NA
"1741","metabolic diseases","хвороби обміну речовин",NA
"1742","metabolic poison","антиметаболіт",NA
"1743","metallic sound","металевий звук",NA
"1744","metastasis","метастаз",NA
"1745","meteor shower","метеоритний дощ",NA
"1746","meteor trail","метеорний слід",NA
"1747","meteorism","метеоризм",NA
"1748","metered aerosol","дозований аерозоль",NA
"1749","metering device","дозувальний пристрій",NA
"1750","methyldopa","допегіт",NA
"1751","metralgia","метралгія",NA
"1752","metralgia","метродинія",NA
"1753","metratome","метратом",NA
"1754","metreurynter","метрейринтер",NA
"1755","metreurysis","метрейриз",NA
"1756","metroclyst","метрокліст",NA
"1757","mimetic paralysis","мімічний параліч",NA
"1758","mind soul","психалгія",NA
"1759","minimally invasive procedure","мінімально інвазивна операція","Lviv_linguist"
"1760","Minkowski-Chauffard disease","гемолітична вроджена жовтуха",NA
"1761","minor change","незначна зміна",NA
"1762","minus negative mental symptom","мінус-симптом",NA
"1763","miopia alta","висока короткозорість",NA
"1764","miosis","міоз",NA
"1765","miscarriage","викидень",NA
"1766","miscarriage","аборт",NA
"1767","miscarry","мати викидень",NA
"1768","miscarry","абортувати",NA
"1769","miscarry","викинути",NA
"1770","missence mutation","місенс-мутація",NA
"1771","missile wound","осколкове поранення",NA
"1772","mitigant","м'якшильний",NA
"1773","mitigant","пом'якшувальний",NA
"1774","mitigant","заспокійливий",NA
"1775","mitigate pain","заспокоювати біль",NA
"1776","mitigator","пом'якшувальний засіб",NA
"1777","mottling","плямистий висип","SergiusT"
"1778","mountain sickness","гірська хвороба",NA
"1779","mouth mirror","стоматологічне дзеркало",NA
"1780","mouth wash","промивання порожнини рота",NA
"1781","movement disorder","руховий розлад",NA
"1782","moxa","вата для припікання шкіри",NA
"1783","mucocele","мукоцеле",NA
"1784","mucolipidosis","муколіпідоз",NA
"1785","mucormycosis","мукоромікоз",NA
"1786","mucosal ectropion","виворіт слизової оболонки",NA
"1787","mucositis","мукозит",NA
"1788","mucous colitis","спастичний коліт",NA
"1789","mucus","слиз","Anuvadak"
"1790","mud","грязі",NA
"1791","mud (poultice) bath","грязьова аплікація",NA
"1792","mud bath","грязьова ванна",NA
"1793","mud baths","грязелікарня",NA
"1794","mud therapy","грязеводолікування",NA
"1795","mud therapy","грязелікування",NA
"1796","mud-bath","грязьова ванна",NA
"1797","myoclonus epilepsy","міоклонус-епілепсія",NA
"1798","myoclonus multiplex","поліклонія",NA
"1799","myodystonia","міодистонія",NA
"1800","myolysis","міоліз",NA
"1801","myoma","міома",NA
"1802","myoma cutis","міома шкіри",NA
"1803","myomalacia","міомаляція",NA
"1804","myometritis","міометрит",NA
"1805","myometrium","міометрій",NA
"1806","myopathic scoliosis","міопатичний сколіоз",NA
"1807","myopia","короткозорість",NA
"1808","myopia","міопія",NA
"1809","myopic","короткозорий",NA
"1810","myoplegia","міоплегія",NA
