"Medicine name";"EML section";"Formulations";"Indication";"ATC codes";"Combined with";"Status"
"doxycycline";"Access group antibiotics";"Oral > Solid: 100 mg (as hyclate)
Parenteral > General injections > unspecified: 100 mg in vial powder for injection
Oral > Liquid: 25 mg per 5 mL (anhydrous); 50 mg per 5 mL (anhydrous)
Oral > Solid: 100 mg (as hyclate); 50 mg (as hyclate)";"Chlamydia trachomatis";"J01AA02";;"Added"
"doxycycline";"Access group antibiotics";"Oral > Solid: 100 mg (as hyclate)
Parenteral > General injections > unspecified: 100 mg in vial powder for injection
Oral > Liquid: 25 mg per 5 mL (anhydrous); 50 mg per 5 mL (anhydrous)
Oral > Solid: 100 mg (as hyclate); 50 mg (as hyclate)";"Chronic obstructive pulmonary disease with acute exacerbation";"J01AA02";;"Added"
"doxycycline";"Access group antibiotics";"Oral > Solid: 100 mg (as hyclate)
Parenteral > General injections > unspecified: 100 mg in vial powder for injection
Oral > Liquid: 25 mg per 5 mL (anhydrous); 50 mg per 5 mL (anhydrous)
Oral > Solid: 100 mg (as hyclate); 50 mg (as hyclate)";"Bacterial infection of unspecified site";"J01AA02";;"Removed"
"doxycycline";"Antimalarial medicines > For curative treatment";"Oral > Solid: 100 mg (hydrochloride or hyclate); 100 mg dispersible tablet (as monohydrate)";"Malaria due to Plasmodium falciparum";"J01AA02";;"Added"
"doxycycline";"Antimalarial medicines > For chemoprevention";"Oral > Solid: 100 mg (hydrochloride or hyclate)";"Malaria due to Plasmodium falciparum";"J01AA02";;"Added"
"edoxaban";"Medicines affecting coagulation";;"Venous thromboembolism";;;"Added"
"edoxaban";"Medicines affecting coagulation";;"Other specified atrial fibrillation";;;"Added"
"efavirenz";"Antiretrovirals > Non-nucleoside reverse transcriptase inhibitors";"Oral > Solid: 600 mg tablet";"Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified";"J05AG03";;"Added"
"efavirenz + emtricitabine + tenofovir";"Fixed-dose combinations of antiretrovirals";"Oral > Solid: 600 mg + 200 mg + 300 mg (tenofovir disoproxil fumarate equivalent to 245 mg tenofovir disoproxil)";"Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified";"J05AR06";;"Added"
"efavirenz + lamivudine + tenofovir";"Fixed-dose combinations of antiretrovirals";"Oral > Solid: 400 mg + 300 mg + 300 mg (tenofovir disoproxil fumarate, equivalent to 245 mg tenofovir disoproxil)
";"Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified";"J05AR11";;"Added"
"efavirenz + lamivudine + tenofovir";"Fixed-dose combinations of antiretrovirals";"Oral > Solid: 400 mg + 300 mg + 300 mg (tenofovir disoproxil fumarate, equivalent to 245 mg tenofovir disoproxil)
";"Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified";;;"Added"
"eflornithine";"Medicines for the treatment of 2nd stage African trypanosomiasis";"Parenteral > General injections > IV: 200 mg per  mL in 50 mL bottle (hydrochloride)";"African trypanosomiasis";"P01CX03";;"Added"
"elbasvir + grazoprevir";"Medicines for hepatitis C > Non-pangenotypic direct-acting antiviral combinations";"Oral > Solid: 50 mg + 100 mg";"Chronic hepatitis C";"J05AP54";;"Removed"
"empagliflozin";"Oral hypoglycaemic agents";"Oral > Solid: 10 mg; 25 mg";"Type 2 diabetes mellitus";"A10BK03";;"Added"
"emtricitabine";"Antiretrovirals > Nucleoside/Nucleotide reverse transcriptase inhibitors";"Oral > Liquid: 10 mg per  mL
Oral > Solid: 200 mg";"Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified";"J05AF09";;"Removed"
"emtricitabine + rilpivirine + tenofovir alafenamide";"Fixed-dose combinations of antiretrovirals";"Oral > Solid: 200 mg + 25 mg + 25 mg";"Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified";"J05AR19";;"Removed"
"emtricitabine + rilpivirine + tenofovir disoproxil fumarate";"Fixed-dose combinations of antiretrovirals";"Oral > Solid: 200 mg + 25 mg + 300 mg (tenofovir disoproxil fumarate equivalent to 245 mg tenofovir disoproxil)";"Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified";"J05AR08";;"Removed"
"emtricitabine + tenofovir";"Fixed-dose combinations of antiretrovirals";"Oral > Solid: 200 mg + 300 mg (tenofovir disoproxil fumarate equivalent to 245 mg tenofovir disoproxil)";"Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified";"J05AR03";;"Added"
"emtricitabine + tenofovir";"Fixed-dose combinations of antiretrovirals";"Oral > Solid: 200 mg + 300 mg (tenofovir disoproxil fumarate equivalent to 245 mg tenofovir disoproxil)";"Contact with or exposure to human immunodeficiency virus";"J05AR03";;"Added"
"emtricitabine + tenofovir alafenamide";"Fixed-dose combinations of antiretrovirals";"Oral > Solid: 200 mg + 10 mg; 200 mg + 25 mg";"Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified";"J05AR17";;"Removed"
"enalapril";"Antihypertensive medicines";"Oral > Liquid: 1 mg per  mL (as hydrogen maleate)
Oral > Solid > tablet: 2.5 mg (as hydrogen maleate); 5 mg (as hydrogen maleate); 10 mg (as hydrogen maleate)";"Essential hypertension";"C09AA02";;"Added"
"enalapril";"Medicines used in heart failure";"Oral > Solid > tablet: 2.5 mg (as hydrogen maleate); 5 mg (as hydrogen maleate); 10 mg (as hydrogen maleate)";"Heart failure";"C09AA02";;"Added"
"encorafenib";"Targeted therapies";;"Other specified melanoma of skin";;;"Removed"
"enoxaparin";"Medicines affecting coagulation";"Parenteral > General injections > SC: 20 mg per 0.2 mL in prefilled syringe; 40 mg per 0.4 mL in prefilled syringe; 60 mg per 0.6 mL in prefilled syringe; 80 mg per 0.8 mL in prefilled syringe; 100 mg per 1 mL in prefilled syringe; 120 mg per 0.8 mL in prefilled syringe; 150 mg per 1 mL in prefilled syringe; 150 mg per 1 mL in ampoule; 120 mg per 0.8 mL in ampoule; 20 mg per 0.2 mL in ampoule; 40 mg per 0.4 mL in ampoule; 60 mg per 0.6 mL in ampoule; 80 mg per 0.8 mL in ampoule; 100 mg per 1 mL in ampoule
Parenteral > General injections > SC: 20 mg per 0.2 mL in prefilled syringe; 40 mg per 0.4 mL in prefilled syringe; 60 mg per 0.6 mL in prefilled syringe; 80 mg per 0.8 mL in prefilled syringe; 100 mg per 1 mL in prefilled syringe; 120 mg per 0.8 mL in prefilled syringe; 150 mg per 1 mL in prefilled syringe; 150 mg per 1 mL in ampoule; 20 mg per 0.2 mL in ampoule; 40 mg per 0.4 mL in ampoule; 60 mg per 0.6 mL in ampoule; 80 mg per 0.8 mL in ampoule; 120 mg per 0.8 mL in ampoule; 100 mg per 1 mL in ampoule";"Acute ischaemic heart disease";"B01AB05";;"Added"
"enoxaparin";"Medicines affecting coagulation";"Parenteral > General injections > SC: 20 mg per 0.2 mL in prefilled syringe; 40 mg per 0.4 mL in prefilled syringe; 60 mg per 0.6 mL in prefilled syringe; 80 mg per 0.8 mL in prefilled syringe; 100 mg per 1 mL in prefilled syringe; 120 mg per 0.8 mL in prefilled syringe; 150 mg per 1 mL in prefilled syringe; 150 mg per 1 mL in ampoule; 120 mg per 0.8 mL in ampoule; 20 mg per 0.2 mL in ampoule; 40 mg per 0.4 mL in ampoule; 60 mg per 0.6 mL in ampoule; 80 mg per 0.8 mL in ampoule; 100 mg per 1 mL in ampoule
Parenteral > General injections > SC: 20 mg per 0.2 mL in prefilled syringe; 40 mg per 0.4 mL in prefilled syringe; 60 mg per 0.6 mL in prefilled syringe; 80 mg per 0.8 mL in prefilled syringe; 100 mg per 1 mL in prefilled syringe; 120 mg per 0.8 mL in prefilled syringe; 150 mg per 1 mL in prefilled syringe; 150 mg per 1 mL in ampoule; 20 mg per 0.2 mL in ampoule; 40 mg per 0.4 mL in ampoule; 60 mg per 0.6 mL in ampoule; 80 mg per 0.8 mL in ampoule; 120 mg per 0.8 mL in ampoule; 100 mg per 1 mL in ampoule";"Venous thromboembolism";"B01AB05";;"Added"
"entecavir";"Medicines for hepatitis B > Nucleoside/Nucleotide reverse transcriptase inhibitors";"Oral > Liquid: 0.05 mg per  mL
Oral > Solid: 0.5 mg; 1 mg";"Chronic hepatitis B";"J05AF10";;"Added"
"enzalutamide";"Hormones and antihormones";"
Oral > Solid: 40 mg";"Malignant neoplasms of prostate";;;"Added"
"enzalutamide";"Hormones and antihormones";"
Oral > Solid: 40 mg";"Malignant neoplasms of prostate";"L02BB04";;"Removed"
"ephedrine";"Local anaesthetics";"Parenteral > Locoregional injections > Spinal anaesthesia: 30 mg per  mL in 1 mL ampoule (ephedrine hydrochloride)";"Cardiac complications of anaesthesia during labour or delivery";"C01CA26";;"Added"
"epinephrine";"Antiarrhythmic medicines";"Parenteral > General injections > IV: 100 µg per  mL in 10 mL ampoule (as acid tartrate or hydrochloride)";"Cardiac arrest";"C01CA24";;"Added"
"epinephrine";"Ophthalmological preparations > Mydriatics";"Local > Ophthalmological > Solution (eye drops): 2% (as hydrochloride)";"Primary open-angle glaucoma";"S01EA01";;"Added"
"epinephrine";"Antiasthmatic and medicines for chronic obstructive pulmonary disease";"Parenteral > General injections > unspecified: 1 mg per  mL in ampoule (as hydrochloride or hydrogen tartrate)";"Asthma";"C01CA24";;"Added"
"epinephrine";"Antiasthmatic and medicines for chronic obstructive pulmonary disease";"Parenteral > General injections > unspecified: 1 mg per  mL in ampoule (as hydrochloride or hydrogen tartrate)";"Chronic obstructive pulmonary disease";"R03AA01";;"Added"
"epinephrine";"Antiallergics and medicines used in anaphylaxis";"Parenteral > General injections > unspecified: 1 mg in 1 mL ampoule (as hydrochloride or hydrogen tartrate)";"Anaphylaxis";"C01CA24";;"Added"
"epoetin alfa";"Antianaemia medicines";;"Anaemia due to chronic disease";;;"Added"
"epoetin beta";"Antianaemia medicines";;"Anaemia due to chronic disease";;;"Added"
"epoetin theta";"Antianaemia medicines";;"Anaemia due to chronic disease";;;"Added"
"equine rabies immunoglobulin";"Immunologicals > Sera, immunoglobulins and monoclonal antibodies";"Parenteral > Locoregional injections > Intradermal: 150 IU per  mL in vial; 200 IU per  mL in vial; 300 IU per  mL in vial; 400 IU per  mL in vial";"Rabies";"J06BB05";;"Added"
"eravacycline";"Reserve group antibiotics";"Parenteral > General injections > IV: 50 mg lyophilized powder for injection";"Carbapenem resistant Enterobacterales";"J01AA13";;"Removed"
"ergocalciferol";"Vitamins and minerals";"
Oral > Liquid: 250 µg per  mL (10 000 IU per mL)
Oral > Solid: 1.25 mg (50 000 IU)";"Calcium deficiency";;;"Added"
"ergocalciferol";"Vitamins and minerals";"
Oral > Liquid: 250 µg per  mL (10 000 IU per mL)
Oral > Solid: 1.25 mg (50 000 IU)";"Vitamin D deficiency";;;"Added"
"ergocalciferol";"Vitamins and minerals";"
Oral > Liquid: 250 µg per  mL (10 000 IU per mL)
Oral > Solid: 1.25 mg (50 000 IU)";"Vitamin D deficiency";"A11CC01";;"Added"
"ergocalciferol";"Vitamins and minerals";"
Oral > Liquid: 250 µg per  mL (10 000 IU per mL)
Oral > Solid: 1.25 mg (50 000 IU)";"Calcium deficiency";"A11CC01";;"Added"
"ergometrine";"Uterotonics";"Parenteral > General injections > unspecified: 200 µg in 1 mL ampoule (hydrogen maleate)";"Postpartum haemorrhage";"G02AB03";;"Added"
"erlotinib";"Targeted therapies";"Oral > Solid: 100 mg; 150 mg";"Other specified malignant neoplasms of bronchus or lung";"L01EB02";;"Added"
"erythromycin";"Watch group antibiotics";"Parenteral > General injections > IV: 500 mg in vial powder for injection (as lactobionate)
Oral > Liquid: 125 mg per 5 mL (as stearate or ethylsuccinate)
Oral > Solid: 250 mg (as stearate or ethylsuccinate)";"Bacterial infection of unspecified site";"J01FA01";;"Removed"
"erythromycin";"Ophthalmological preparations > Anti-infective agents";"Local > Ophthalmological > Ointment: 0.5%";"Chlamydial conjunctivitis";"S01AA17";;"Added"
"erythromycin";"Ophthalmological preparations > Anti-infective agents";"Local > Ophthalmological > Ointment: 0.5%";"Gonococcal infection of eye";"S01AA17";;"Added"
"erythropoiesis-stimulating agents";"Antianaemia medicines";"Parenteral > General injections > unspecified: 1000 IU per 0.5 mL pre-filled syringe; 2000 IU per 0.5 mL pre-filled syringe; 3000 IU per 0.3 mL pre-filled syringe; 4000 IU per 0.4 mL pre-filled syringe; 5000 IU per 0.5 mL pre-filled syringe; 6000 IU per 0.6 mL pre-filled syringe; 8000 IU per 0.8 mL pre-filled syringe; 10000 IU per 1 mL pre-filled syringe; 20000 IU per 0.5 mL pre-filled syringe; 40000 IU per 1 mL pre-filled syringe";"Anaemia due to chronic disease";"B03XA03, B03XA01, B03XA02";;"Added"
"estradiol cypionate + medroxyprogesterone acetate";"Injectable hormonal contraceptives";"Parenteral > General injections > IM: 5 mg + 25 mg";"Contact with health services for reasons associated with reproduction";"G03AA08";;"Added"
"etanercept";"Immunomodulators for non-malignant disease";;"Axial spondyloarthritis";;;"Added"
"etanercept";"Immunomodulators for non-malignant disease";;"Crohn disease site";;;"Added"
"etanercept";"Immunomodulators for non-malignant disease";;"Rheumatoid arthritis";;;"Added"
"etanercept";"Medicines for juvenile joint diseases";;"Juvenile idiopathic arthritis";;;"Added"
"ethambutol";"Antituberculosis medicines";"Parenteral > General injections > IV: 1000 mg per 10 mL; 2000 mg per 20 mL
Oral > Solid: 100 mg (hydrochloride); 400 mg (hydrochloride); 100 mg tablet (dispersible)";"Other specified tuberculosis";"J04AK02";;"Removed"
"ethambutol";"Antituberculosis medicines";"Parenteral > General injections > IV: 1000 mg per 10 mL; 2000 mg per 20 mL
Oral > Solid: 100 mg (hydrochloride); 400 mg (hydrochloride); 100 mg tablet (dispersible)";"Tuberculosis";"J04AK02";;"Added"
"ethambutol + isoniazid";"Antituberculosis medicines";"Oral > Solid: 400 mg + 150 mg tablet";"Tuberculosis";"J04AM03";;"Removed"
"ethambutol + isoniazid + pyrazinamide + rifampicin";"Antituberculosis medicines";"Oral > Solid: 275 mg + 75 mg + 400 mg + 150 mg tablet";"Tuberculosis";"J04AM06";;"Added"
"ethambutol + isoniazid + rifampicin";"Antituberculosis medicines";"Oral > Solid: 275 mg + 75 mg + 150 mg tablet";"Tuberculosis";"J04AK02, J04AC01, J04AB02";;"Added"
"ethanol";"Antiseptics";"Local > Topical > Solution: 70% (denatured)";"Denatured alcohol";"D08AX08";;"Added"
"ether";"General anaesthetics and oxygen > Inhalational medicines";"Respiratory > Inhalation > solution: ";"Anaesthetics and therapeutic gases";"N01AA01";;"Removed"
"ethinylestradiol + etonogestrel";"Intravaginal contraceptives";"Local > Vaginal > vaginal ring: 2.7 mg + 11.7 mg";"Contact with health services for contraceptive management";"G02BB01";;"Added"
"ethinylestradiol + levonorgestrel";"Oral hormonal contraceptives";"Oral > Solid: 50 µg + 250 µg [4]
Oral > Solid: 30 µg + 150 µg";"Contact with health services for postcoital contraception";"G03AA07";;"Removed"
"ethinylestradiol + levonorgestrel";"Oral hormonal contraceptives";"Oral > Solid: 50 µg + 250 µg [4]
Oral > Solid: 30 µg + 150 µg";"Contact with health services for contraceptive management";"G03AA07";;"Added"
"ethinylestradiol + norethisterone";"Oral hormonal contraceptives";"Oral > Solid: 35 µg + 1 mg";"Contact with health services for contraceptive management";"G03AA05";;"Added"
"ethionamide";"Antituberculosis medicines";"Oral > Solid: 250 mg tablet; 125 mg tablet (dispersible)";"Multi-drug resistant Mycobacterium tuberculosis";"J04AD03";;"Added"
"ethionamide";"Antituberculosis medicines";"Oral > Solid: 250 mg tablet; 125 mg tablet (dispersible)";"Tuberculous meningitis";"J04AD03";;"Added"
"ethosuximide";"Antiseizure medicines";"Oral > Liquid: 250 mg per 5 mL
Oral > Solid: 250 mg";"Absence seizures, typical";"N03AD01";;"Added"
"etonogestrel-releasing implant";"Implantable contraceptives";"Implant > Subdermal: 68 mg single rod";"Contact with health services for insertion of contraceptive device";"G03AC08";;"Added"
"etoposide";"Cytotoxic medicines";"Parenteral > General injections > IV: 20 mg per  mL in 5 mL ampoule
Oral > Solid: 100 mg capsule
Parenteral > General injections > IV: 20 mg per  mL in 5 mL ampoule; 100 mg in vial powder for injection (as phosphate)
Oral > Solid: 100 mg capsule; 50 mg capsule";"Unspecified malignant neoplasms of ill-defined or unspecified sites";"L01CB01";;"Removed"
"etoposide";"Cytotoxic medicines";"Parenteral > General injections > IV: 20 mg per  mL in 5 mL ampoule
Oral > Solid: 100 mg capsule
Parenteral > General injections > IV: 20 mg per  mL in 5 mL ampoule; 100 mg in vial powder for injection (as phosphate)
Oral > Solid: 100 mg capsule; 50 mg capsule";"Burkitt lymphoma including Burkitt leukaemia";"L01CB01";;"Added"
"etoposide";"Cytotoxic medicines";"Parenteral > General injections > IV: 20 mg per  mL in 5 mL ampoule
Oral > Solid: 100 mg capsule
Parenteral > General injections > IV: 20 mg per  mL in 5 mL ampoule; 100 mg in vial powder for injection (as phosphate)
Oral > Solid: 100 mg capsule; 50 mg capsule";"Ewing sarcoma of bone and articular cartilage of unspecified sites";"L01CB01";;"Added"
