"atc_classification","activeingredient","activeingredient_cy","brandname_uk_cy","brandname_uk_lat","manufacturer","dosage_cy","dosage","info_uk","brandname_uk_lat_translit","brandname_uk_lat_merge"
"N06AX21","['Duloxetine']","['Дулоксетин']","РЕВІВАЛ","REVIVAL","Медокемі ЛТД, Кіпр","['капсули по 30 мг 60 мг']","['capsules of 30 mg 60 mg']","https://compendium.com.ua/info/357274/revival/","REVІVAL","REVIVAL"
"N06AX22","['Agomelatine']","['Агомелатин;']","АГНЕСТІ®","AGNESTI","АТ ""Фармак"" Україна / Зентіва","['табл. по 25 мг']","['tablet. 25 mg']","https://compendium.com.ua/info/361663/","AGNESTІ®","AGNESTI"
"nan","['nan']","['nan']","nan","nan","к.с., Чеська Республіка","['nan']","['nan']","https://compendium.com.ua/info/361663/","nan","nan"
"N06AX22","['Agomelatine']","['Агомелатин']","МЕЛІТОР®","MELITOR®","""Лабораторії Серв є Індастрі, Франція""","['табл. по 25 мг']","['tablet. 25 mg each']","https://compendium.com.ua/info/169928/melitor‐sup‐sup‐/","MELІTOR®","MELITOR®"
"N06AX23","['Desvenlafaxine']","['Десвенлафаксин']","ЕЛІФОР","ELIFORE","Пфайзер Ірландія Фармасьютікалз, Ірландія Пфайзер Менюфекчуринг Дойчленд ГмбХ, Німеччина","['табл. по 50 мг 100 мг']","['tablet. 50 mg 100 mg']","https://compendium.com.ua/info/255275/elifor/","ELІFOR","ELIFORE"
"N06AX25","['Hyperici herba']","['Екстракт трави звіробою звич.']","РЕМОТІВ","","Макс Целлєр Зьоне АГ","['табл. по 500 мг']","['tablet. 500 mg']","https://compendium.com.ua/info/340528/remotiv/","REMOTІV","REMOTІV"
"N06AX25","['Hypericine']","['Сухий екстракт із трави звіробою']","НЕЙРОПЛАНТ","","Др. Вільмар Швабе ГмбХ і Ко. КГ, Німеччина","['табл.']","['tablet.']","https://compendium.com.ua/info/167902/nejroplant/","NEJROPLANT","NEJROPLANT"
"N06AX26","['Vortioxetine']","['Вортіоксетин;']","БРІНТЕЛЛІКС","BRINTELLIX®","Х. Лундбек А/С, Данія","['табл. по 5 мг 10 мг']","['tablet. 5 mg 10 mg']","https://compendium.com.ua/info/251938/brintelliks/","BRІNTELLІKS","BRINTELLIX®"
"A10BA02","['Metformin']","['Метформин']","ГЛЮКОФАЖ","GLUCOPHAGE","Мерк Санте, Франція Мерк, СЛ, Іспанія","['табл. по 1000 мг № 30 або № 60', 'табл. по 850 мг № 30 або № 60', 'табл. по 500 мг № 30 або № 60']","['tablet. 1000 mg № 30 or № 60', 'tablet. 850 mg № 30 or № 60', 'tablet. 500 mg № 30 or № 60']","https://compendium.com.ua/info/169554/80015‐80016/","GLJuKOFAZh","GLUCOPHAGE"
"A10BA02","['Metformin']","['Метформин']","ГЛЮКОФАЖ XR","GLUCOPHAGE® XR","Мерк Санте, Франція Мерк, СЛ, Іспанія","['табл. по 1000 мг № 30 або № 60', 'табл. по 500 мг № 30 або № 60']","['tablet. 1000 mg № 30 or № 60', 'tablet. 500 mg № 30 or № 60']","https://compendium.com.ua/info/171517/111104‐111105/","GLJuKOFAZh XR","GLUCOPHAGE® XR"
"A10BA02","['Metformin']","['Метформин']","ГЛЮМЕТ","GLUMET","ТПІ Норвегія АС","['табл. по 1000 мг № 100', 'табл. по 500 мг № 100']","['tablet. 1000 mg № 100', 'tablet. 500 mg № 100']","https://compendium.com.ua/info/171517/111104‐111105/","GLJuMET","GLUMET"
"A10BA02","['Metformin']","['Метформин']","ДІАФОРМІН","DIAFORMIN","ПАТ ""Фармак"", Україна","['табл. по 1000 мг № 30 або № 60', 'табл. по 850 мг № 30 або № 60', 'табл. по 500 мг № 30 або № 60']","['tablet. 1000 mg № 30 or № 60', 'tablet. 850 mg № 30 or № 60', 'tablet. 500 mg № 30 or № 60']","https://compendium.com.ua/info/168183/62795‐62796/","DІAFORMІN","DIAFORMIN"
"A10BA02","['Metformin']","['Метформин']","ДІАФОРМІН® SR","DIAFORMIN® SR","ПАТ ""Фармак"", Україна","['табл. по 1000 мг № 30 або № 60 або № 100', 'табл. по 500 мг № 30 або № 60 або № 100']","['tablet. 1000 mg № 30 or № 60 or № 100', 'tablet. 500 mg № 30 or № 60 or № 100']","https://compendium.com.ua/info/173346/161559/","DІAFORMІN® SR","DIAFORMIN® SR"
"A10BA02","['Metformin']","['Метформин']","ІНСУФОР","INSUFOR","Уорлд медицин ілач сан. ве тідж. a.ш. Туреччина/","['табл. по 1000 мг № 30 або № 60', 'табл. по 850 мг № 30 або № 60', 'табл. по 500 мг № 30 або № 60']","['tablet. 1000 mg № 30 or № 60', 'tablet. 850 mg № 30 or № 60', 'tablet. 500 mg № 30 or № 60']","https://compendium.com.ua/info/251836/insufor/","ІNSUFOR","INSUFOR"
"A10BA02","['Metformin']","['Метформин']","МЕГЛІФОРТ 1000","MAGLIFORT 1000","Індоко Ремедіз Лімітед, Індія","['табл. по 1000 мг № 10 або № 30']","['tablet. 1000 mg № 10 or № 30']","https://mozdocs.kiev.ua/likiview.php?id=43647","MEGLІFORT 1000","MAGLIFORT 1000"
"A10BA02","['Metformin']","['Метформин']","МЕГЛІФОРТ 850","MAGLIFORT 850","Індоко Ремедіз Лімітед, Індія","['табл. по 850 мг № 10 або № 30']","['tablet. 850 mg № 10 or № 30']","https://mozdocs.kiev.ua/likiview.php?id=43649","MEGLІFORT 850","MAGLIFORT 850"
"A10BA02","['Metformin']","['Метформин']","МЕГЛІФОРТ 500","MAGLIFORT 500","Індоко Ремедіз Лімітед, Індія","['табл. по 500 мг № 10 або № 30']","['tablet. 500 mg № 10 or № 30']","https://mozdocs.kiev.ua/likiview.php?id=43648","MEGLІFORT 500","MAGLIFORT 500"
"A10BA02","['Metformin']","['Метформин']","МЕТАМІН","METAMIN","ТОВ ""КУСУМ ФАРМ"", Україна","['табл. по 1000 мг № 30 або № 100', 'табл. по 850 мг № 30 або № 100', 'табл. по 500 мг № 30 або № 100']","['tablet. 1000 mg № 30 or № 100', 'tablet. 850 mg № 30 or № 100', 'tablet. 500 mg № 30 or № 100']","https://mozdocs.kiev.ua/likiview.php?id=43648","METAMІN","METAMIN"
"A10BA02","['Metformin']","['Метформин']","МЕТАМІН SR","METAMIN SR","ТОВ ""КУСУМ ФАРМ"", Україна","['табл. по 500 мг № 28 або № 30 або № 90']","['tablet. 500 mg № 28 or № 30 or № 90']","https://mozdocs.kiev.ua/likiview.php?id=43648","METAMІN SR","METAMIN SR"
"A10BA02","['Metformin']","['Метформин']","МЕТАФОРА","METAFORA","АТ ""Київський вітамінний завод"", Україна","['табл. по 1000 мг № 30 або № 60', 'табл. по 850 мг № 30 або № 60', 'табл. по 500 мг № 30 або № 60']","['tablet. 1000 mg № 30 or № 60', 'tablet. 850 mg № 30 or № 60', 'tablet. 500 mg № 30 or № 60']","https://mozdocs.kiev.ua/likiview.php?id=43648","METAFORA","METAFORA"
"A10BA02","['Metformin']","['Метформин']","МЕТФОГАМА 1000","METFOGAMMA 10 00","Драгенофарм Аптекарь Пюшл ГмбХ, Німеччина","['табл. по 1000 мг № 30 або № 120']","['tablet. 1000 mg № 30 or № 120']","https://mozdocs.kiev.ua/likiview.php?id=43648","METFOGAMA 1000","METFOGAMMA 10 00"
"A10BA02","['Metformin']","['Метформин']","МЕТФОГАМА 850","METFOGAMMA 85 0","Драгенофарм Аптекарь Пюшл ГмбХ, Німеччина","['табл. по 850 мг № 30 або № 120']","['tablet. 850 mg № 30 or № 120']","https://mozdocs.kiev.ua/likiview.php?id=43648","METFOGAMA 850","METFOGAMMA 85 0"
"A10BA02","['Metformin']","['Метформин']","МЕТФОГАМА 500","METFOGAMMA 50 0","Драгенофарм Аптекарь Пюшл ГмбХ, Німеччина","['табл. по 500 мг № 30 або № 120']","['tablet. 500 mg № 30 or № 120']","https://mozdocs.kiev.ua/likiview.php?id=43648","METFOGAMA 500","METFOGAMMA 50 0"
"A10BA02","['Metformin']","['Метформин']","МЕТФОРМІН ІНДАР","METFORMIN INDAR","ПрАТ ""По виробництву інсулінів ""Індар"", Україна","['табл. по 1000 мг № 30 або № 60', 'табл. по 500 мг № 30 або № 60']","['tablet. 1000 mg № 30 or № 60', 'tablet. 500 mg № 30 or № 60']","https://compendium.com.ua/info/341362/metformin‐indar/","METFORMІN ІNDAR","METFORMIN INDAR"
"A10BA02","['Metformin']","['Метформин']","МЕТФОРМІН САНДОЗ®","METFORMIN SANDOZ®","Лек С.А., Польща","['табл. по 850 мг № 30 або № 120', 'табл. по 500 мг № 30 або № 120']","['tablet. 850 mg № 30 or № 120', 'tablet. 500 mg № 30 or № 120']","https://compendium.com.ua/info/172011/139509‐139510/","METFORMІN SANDOZ®","METFORMIN SANDOZ®"
"A10BA02","['Metformin']","['Метформин']","МЕТФОРМІН‐БІОТОН","METFORMI‐BIOTON","БІОТОН С.А., Польща","['табл. по 1000 мг № 30 або № 60', 'табл. по 850 мг № 30 або № 60', 'табл. по 500 мг № 30 або № 60']","['tablet. 1000 mg № 30 or № 60', 'tablet. 850 mg № 30 or № 60', 'tablet. 500 mg № 30 or № 60']","https://compendium.com.ua/info/172011/139509‐139510/","METFORMІN‐BІOTON","METFORMI‐BIOTON"
"A10BA02","['Metformin']","['Метформин']","МЕТФОРМІН‐ТЕВА","METFORMIN‐TEVA","ТОВ Тева Оперейшенз Поланд, Польща","['табл. по 1000 мг № 30', 'табл. по 850 мг № 30']","['tablet. 1000 mg № 30', 'tablet. 850 mg № 30', 'tablet. 500 mg № 30']","https://compendium.com.ua/info/1414/448549/","METFORMІN‐TEVA","METFORMIN‐TEVA"
"nan","['nan']","['nan']","nan","nan","nan","['табл. по 500 мг № 30']","['nan']","https://compendium.com.ua/info/1414/448549/","nan","nan"
"A10BA02","['Metformin']","['Метформин']","МЕФАРМІЛ®","MEFARMIL","ПАТ ""Київмедпрепарат"", Україна","['табл. по 1000 мг № 30 або № 50 або № 60 або № 120', 'табл. по 850 мг № 30 або № 50 або № 60 або № 120', 'табл. по 500 мг № 30 або № 50 або № 60 або № 120']","['tablet. 1000 mg № 30 or № 50 or № 60 or № 120', 'tablet. 850 mg № 30 or № 50 or № 60 or № 120', 'tablet. 500 mg № 30 or № 50 or № 60 or № 120']","https://compendium.com.ua/info/1414/448549/","MEFARMІL®","MEFARMIL"
"A10BA02","['Metformin']","['Метформин']","МЕФАРМІЛ® SR","MEFARMIL SR","ПАТ ""Київмедпрепарат"", Україна","['табл. по 1000 мг № 30']","['tablet. 1000 mg № 30']","https://compendium.com.ua/info/1414/448549/","MEFARMІL® SR","MEFARMIL SR"
"A10BA02","['Metformin']","['Метформин']","СІОФОР® 1000","SIOFOR® 1000","БЕРЛІН‐ХЕМІ АГ, Німеччина","['табл. по 1000 мг № 30 або № 60']","['tablet. 1000 mg № 30 or № 60']","https://compendium.com.ua/info/6602/79001/","SІOFOR® 1000","SIOFOR® 1000"
"A10BA02","['Metformin']","['Метформин']","СІОФОР® 850","SIOFOR® 850","БЕРЛІН‐ХЕМІ АГ, Німеччина","['табл. по 850 мг № 30 або № 60']","['tablet. 850 mg № 30 or № 60']","https://compendium.com.ua/info/6602/32495/","SІOFOR® 850","SIOFOR® 850"
"A10BA02","['Metformin']","['Метформин']","СІОФОР® 500","SIOFOR® 500","БЕРЛІН‐ХЕМІ АГ, Німеччина","['табл. по 500 мг № 30 або № 60']","['tablet. 500 mg № 30 or № 60']","https://compendium.com.ua/info/6602/8721/","SІOFOR® 500","SIOFOR® 500"
"A10BB01","['Glibenclamide']","['Глібенкламід']","ГЛІБЕНКЛАМІД","GLIBENCLAMIDE","ПрАТ ""Технолог"", , Україна","['табл. по 5 мг № 30']","['tablet. 5 mg № 30']","https://compendium.com.ua/info/119643/99992/","GLІBENKLAMІD","GLIBENCLAMIDE"
"A10BB01","['Glibenclamide']","['Глібенкламід']","ГЛІБЕНКЛАМІД‐ ЗДОРОВ’Я","GLIBENCLAMID‐ ZDOROVYE","ТОВ ""Фармацевтична компанія ""Здоров\я"", Україна","['табл. по 5 мг № 50']","['tablet. 5 mg № 50']","https://compendium.com.ua/info/1767/glibenklamid‐zdorov_e/","GLІBENKLAMІD‐ ZDOROV’Ja","GLIBENCLAMID‐ ZDOROVYE"
"A10BB01","['Glibenclamide']","['Глібенкламід']","ГЛІБЕНКЛАМІД","GLIBENCLAMIDE","ПАТ ""Фармак"", Україна","['табл. по 5 мг № 50 або № 100']","['tablet. 5 mg № 50 or № 100']","https://compendium.com.ua/info/170943/99700/","GLІBENKLAMІD","GLIBENCLAMIDE"
"A10BB01","['Glibenclamide']","['Глібенкламід']","МАНІНІЛ® 3,5","MANINIL® 3.5","БЕРЛІН‐ХЕМІ АГ, Німеччина","['табл. по 3,5 мг № 120']","['tablet. 3.5 mg № 120']","https://compendium.com.ua/info/113071/4211/","MANІNІL® 3,5","MANINIL® 3.5"
"A10BB01","['Glibenclamide']","['Глібенкламід']","МАНІНІЛ® 5","MANINIL® 5","БЕРЛІН‐ХЕМІ АГ, Німеччина","['табл. по 5 мг № 120']","['tablet. 5 mg № 120']","https://compendium.com.ua/info/113071/19838/","MANІNІL® 5","MANINIL® 5"
"A10BB08","['Gliquidone']","['Гліквідон']","ГЛЮРЕНОРМ®","GLURENORM®","Берінгер Інгельхайм Еллас А.Е., Греція","['табл. по 30 мг № 60']","['tablet. 30 mg № 60']","https://compendium.com.ua/info/75550/gljurenorm‐sup‐sup‐/","GLJuRENORM®","GLURENORM®"
"A10BB09","['Gliclazide']","['Гліклазид']","ГЛІКЛАДА","GLICLADA®","КРКА, д.д., Ново место, Словенія","['табл. по 60 мг № 30 або № 60 або № 90', 'табл. по 30 мг № 30 або № 60 або № 90']","['tablet. 60 mg № 30 or № 60 or № 90', 'tablet. 30 mg № 30 or № 60 or № 90']","https://compendium.com.ua/info/172585/gliklada‐sup‐sup‐/","GLІKLADA","GLICLADA®"
"A10BB09","['Gliclazide']","['Гліклазид']","ГЛІКЛАЗИД‐ЗДОРОВ’Я","GLICLAZIDЕ‐ ZDOROVYE","ТОВ ""Фармацевтична компанія ""Здоров\я"", Україна","['табл. по 80 мг № 30']","['tablet. 80 mg № 30']","https://compendium.com.ua/info/166972/","GLІKLAZID‐ZDOROV’Ja","GLICLAZIDЕ‐ ZDOROVYE"
"A10BB09","['Gliclazide']","['Гліклазид']","ГЛІКЛАЗИД‐ТЕВА","GLICLAZIDE‐TEVA","Балканфарма ‐ Дупниця АТ, Болгарія","['табл. по 30 мг № 60', 'табл. по 60 мг № 30']","['tablet. 30 mg № 60', 'tablet. 60 mg № 30']","https://compendium.com.ua/info/166972/","GLІKLAZID‐TEVA","GLICLAZIDE‐TEVA"
"A10BB09","['Gliclazide']","['Гліклазид']","ДІАБЕТОН® MR 60 мг","DIABETON® MR 60 mg","""Лабораторії Сервє Індастрі, Франція""","['табл. по 60 мг № 30 або № 90 або № 120']","['tablet. 60 mg № 30 or № 90 or № 120']","https://compendium.com.ua/info/166115/diabeton‐sup‐sup‐mr‐60‐mg/","DІABETON® MR 60 mg","DIABETON® MR 60 mg"
