"rxcui","ingredient","ing_rxcui"
"1358447","trichloroacetate","618564"
"1358451","trichloroacetate","618564"
"1358471","loratadine","28889"
"1358510","methylprednisolone","6902"
"1358512","methylprednisolone","6902"
"1358610","methylprednisolone","6902"
"1358612","methylprednisolone","6902"
"1358617","methylprednisolone","6902"
"1358619","methylprednisolone","6902"
"1358620","dextromethorphan","3289"
"1358620","guaifenesin","5032"
"1358620","phenylephrine","8163"
"1358627","guaifenesin","5032"
"1358627","phenylephrine","8163"
"1358762","ethinyl estradiol","4124"
"1358762","norethindrone","7514"
"1358763","ethinyl estradiol","4124"
"1358763","norethindrone","7514"
"1358763","ferrous fumarate","24941"
"1358765","ethinyl estradiol","4124"
"1358765","norethindrone","7514"
"1358765","ferrous fumarate","24941"
"1358770","ethinyl estradiol","4124"
"1358770","norethindrone","7514"
"1358770","ferrous fumarate","24941"
"1358775","ethinyl estradiol","4124"
"1358775","norethindrone","7514"
"1358775","ferrous fumarate","24941"
"1358776","ethinyl estradiol","4124"
"1358776","norethindrone","7514"
"1358780","ethinyl estradiol","4124"
"1358780","norethindrone","7514"
"1358781","ethinyl estradiol","4124"
"1358781","norethindrone","7514"
"1358835","acetaminophen","161"
"1358837","acetaminophen","161"
"1358843","phenylephrine","8163"
"1358853","acetaminophen","161"
"1358853","aspirin","1191"
"1358853","caffeine","1886"
"1358853","salicylamide","9518"
"1358869","calcium carbonate","1897"
"1358989","camphor","1952"
"1358989","menthol","6750"
"1358989","phenol","33290"
"1358989","dimethicone","324072"
"1358993","brompheniramine","1767"
"1358993","dextromethorphan","3289"
"1358993","pseudoephedrine","8896"
"1359003","pseudoephedrine","8896"
"1359010","perampanel","1356552"
"1359011","perampanel","1356552"
"1359020","ethinyl estradiol","4124"
"1359020","norethindrone","7514"
"1359022","ethinyl estradiol","4124"
"1359022","norethindrone","7514"
"1359023","ethinyl estradiol","4124"
"1359023","norethindrone","7514"
"1359023","ferrous fumarate","24941"
"1359025","ethinyl estradiol","4124"
"1359025","norethindrone","7514"
"1359025","ferrous fumarate","24941"
"1359026","ethinyl estradiol","4124"
"1359026","norethindrone","7514"
"1359026","ferrous fumarate","24941"
"1359027","ethinyl estradiol","4124"
"1359027","norethindrone","7514"
"1359027","ferrous fumarate","24941"
"1359028","ethinyl estradiol","4124"
"1359028","norethindrone","7514"
"1359030","ethinyl estradiol","4124"
"1359030","norethindrone","7514"
"1359031","ethinyl estradiol","4124"
"1359031","norethindrone","7514"
"1359032","ethinyl estradiol","4124"
"1359032","norethindrone","7514"
"1359105","diclofenac","3355"
"1359105","misoprostol","42331"
"1359107","diclofenac","3355"
"1359107","misoprostol","42331"
"1359109","diclofenac","3355"
"1359109","misoprostol","42331"
"1359114","chlorpheniramine","2400"
"1359114","dextromethorphan","3289"
"1359114","pseudoephedrine","8896"
"1359117","ethinyl estradiol","4124"
"1359117","norethindrone","7514"
"1359117","ferrous fumarate","24941"
"1359118","ethinyl estradiol","4124"
"1359118","norethindrone","7514"
"1359118","ferrous fumarate","24941"
"1359123","estradiol","4083"
"1359123","norethindrone","7514"
"1359124","estradiol","4083"
"1359124","norethindrone","7514"
"1359125","estradiol","4083"
"1359125","norethindrone","7514"
"1359126","estradiol","4083"
"1359126","norethindrone","7514"
"1359127","estradiol","4083"
"1359127","norethindrone","7514"
"1359128","estradiol","4083"
"1359128","norethindrone","7514"
"1359129","estradiol","4083"
"1359129","norethindrone","7514"
"1359130","ethinyl estradiol","4124"
"1359130","norethindrone","7514"
"1359131","ethinyl estradiol","4124"
"1359131","norethindrone","7514"
"1359132","ethinyl estradiol","4124"
"1359132","norethindrone","7514"
"1359132","ferrous fumarate","24941"
"1359133","ethinyl estradiol","4124"
"1359133","norethindrone","7514"
"1359133","ferrous fumarate","24941"
"1359134","ethinyl estradiol","4124"
"1359134","norethindrone","7514"
"1359134","ferrous fumarate","24941"
"1359135","ethinyl estradiol","4124"
"1359135","norethindrone","7514"
"1359135","ferrous fumarate","24941"
"1359154","acetaminophen","161"
"1359154","dextromethorphan","3289"
"1359154","guaifenesin","5032"
"1359154","pseudoephedrine","8896"
"1359269","darunavir","460132"
"1359271","darunavir","460132"
"1359343","bacitracin","1291"
"1359343","neomycin","7299"
"1359343","polymyxin B","8536"
"1359343","pramoxine","34347"
"1359345","bacitracin","1291"
"1359345","neomycin","7299"
"1359345","polymyxin B","8536"
"1359345","pramoxine","34347"
"1359347","bacitracin","1291"
"1359347","neomycin","7299"
"1359347","polymyxin B","8536"
"1359347","pramoxine","34347"
"1359350","bacitracin","1291"
"1359350","neomycin","7299"
"1359350","polymyxin B","8536"
"1359350","pramoxine","34347"
"1359356","bacitracin","1291"
"1359356","neomycin","7299"
"1359356","polymyxin B","8536"
"1359356","pramoxine","34347"
"1359360","neomycin","7299"
"1359360","polymyxin B","8536"
"1359360","pramoxine","34347"
"1359363","bacitracin","1291"
"1359363","neomycin","7299"
"1359363","polymyxin B","8536"
"1359442","miconazole","6932"
"1359455","acetaminophen","161"
"1359455","dextromethorphan","3289"
"1359460","benzoyl peroxide","1418"
"1360632","rotigotine","616739"
"1360633","rotigotine","616739"
"1360638","dextromethorphan","3289"
"1360638","doxylamine","3642"
"1360727","phenylephrine","8163"
"1360727","thonzylamine","1360721"
"1360733","phenylephrine","8163"
"1360733","thonzylamine","1360721"
"1360949","hydrocortisone","5492"
"1360954","hydrocortisone","5492"
"1360954","pramoxine","34347"
"1360956","hydrocortisone","5492"
"1360956","pramoxine","34347"
"1361019","phentolamine","8153"
"1361021","phentolamine","8153"
"1361023","phentolamine","8153"
"1361201","kaolin","6102"
"1361201","zinc oxide","11423"
"1361201","corn starch","1039062"
"1361226","heparin","5224"
"1361402","acetaminophen","161"
"1361402","aspirin","1191"
"1361402","caffeine","1886"
"1361410","capsaicin","1992"
"1361410","lidocaine","6387"
"1361410","menthol","6750"
"1361410","methyl salicylate","29787"
"1361493","glimepiride","25789"
"1361495","glimepiride","25789"
"1361515","pseudoephedrine","8896"
"1361536","propylhexedrine","8792"
"1361538","propylhexedrine","8792"
"1361563","follitropin beta","25357"
"1361568","heparin","5224"
"1361569","follitropin beta","25357"
"1361572","follitropin beta","25357"
"1361574","heparin","5224"
"1361577","heparin","5224"
"1361607","heparin","5224"
"1361615","heparin","5224"
"1361704","chlorcyclizine","2354"
"1361704","chlophedianol","21254"
"1361853","heparin","5224"
"1362060","heparin","5224"
"1362062","heparin","5224"
"1362072","hyaluronate","62372"
"1362080","undecylenate","314881"
"1362082","aspirin","1191"
"1362082","dipyridamole","3521"
"1362132","nepafenac","298665"
"1362211","hydrocortisone","5492"
"1362211","pramoxine","34347"
"1362704","benzocaine","1399"
"1362704","cetylpyridinium","2286"
"1362704","menthol","6750"
"1362706","mexiletine","6926"
"1362712","mexiletine","6926"
"1362720","mexiletine","6926"
"1362753","melatonin","6711"
"1362805","calcium carbonate","1897"
"1362805","cholecalciferol","2418"
"1362805","vitamin K","11258"
"1362812","betaine","1512"
"1362812","bromelains","1752"
"1362812","pancreatin","7880"
"1362812","papain","7892"
"1362812","pepsin A","8016"
"1362831","heparin","5224"
"1363273","cabozantinib","1363268"
"1363279","cabozantinib","1363268"
"1363281","cabozantinib","1363268"
"1363284","cabozantinib","1363268"
"1363288","chlorpheniramine","2400"
"1363290","chlorpheniramine","2400"
"1363306","chlorpheniramine","2400"
"1363309","chlorpheniramine","2400"
"1363311","chlorpheniramine","2400"
"1363312","cabozantinib","1363268"
"1363315","chlorpheniramine","2400"
"1363323","chlorpheniramine","2400"
"1363394","hydroxyethyl starch 130-0.4","1363352"
"1363408","cabozantinib","1363268"
"1363409","cabozantinib","1363268"
"1363410","cabozantinib","1363268"
"1363475","diphenhydramine","3498"
"1363493","xylometazoline","39841"
"1363513","pseudoephedrine","8896"
"1363513","dexbrompheniramine","22696"
"1363558","sodium fluoride","9873"
"1363733","dextromethorphan","3289"
"1363733","phenylephrine","8163"
"1363733","pyrilamine","9009"
"1363752","chlorpheniramine","2400"
"1363752","dextromethorphan","3289"
"1363752","phenylephrine","8163"
"1363780","chlorpheniramine","2400"
"1363780","pseudoephedrine","8896"
"1364109","pasireotide","1364105"
"1364114","pasireotide","1364105"
"1364116","pasireotide","1364105"
"1364118","pasireotide","1364105"
"1364120","pasireotide","1364105"
"1364122","pasireotide","1364105"
"1364352","ponatinib","1364347"
"1364358","ponatinib","1364347"
"1364360","ponatinib","1364347"
"1364362","ponatinib","1364347"
"1364392","salicylic acid","9525"
"1364435","apixaban","1364430"
"1364441","apixaban","1364430"
"1364445","apixaban","1364430"
"1364447","apixaban","1364430"
"1364454","crofelemer","1364449"
"1364472","teduglutide","1364468"
"1364477","teduglutide","1364468"
"1364484","lomitapide","1364479"
"1364490","lomitapide","1364479"
"1364492","lomitapide","1364479"
"1364494","lomitapide","1364479"
"1364496","lomitapide","1364479"
"1364498","lomitapide","1364479"
"1364509","bedaquiline","1364504"
"1364515","bedaquiline","1364504"
"1364539","dimethicone","324072"
"1364580","cabozantinib","1363268"
"1364581","cabozantinib","1363268"
"1364848","ethinyl estradiol","4124"
"1364848","levonorgestrel","6373"
"1364854","ascorbic acid","1151"
"1364854","cholecalciferol","2418"
"1364854","folic acid","4511"
"1364854","niacin","7393"
"1364854","riboflavin","9346"
"1364854","sodium fluoride","9873"
"1364854","thiamine","10454"
"1364854","vitamin A","11246"
"1364854","vitamin B12","11248"
"1364854","vitamin E","11256"
"1364854","vitamin B6","42954"
"1364855","ascorbic acid","1151"
"1364855","cholecalciferol","2418"
"1364855","folic acid","4511"
"1364855","niacin","7393"
"1364855","riboflavin","9346"
"1364855","sodium fluoride","9873"
"1364855","thiamine","10454"
"1364855","vitamin A","11246"
"1364855","vitamin B12","11248"
"1364855","vitamin E","11256"
"1364855","vitamin B6","42954"
"1364914","dextromethorphan","3289"
"1364914","guaifenesin","5032"
"1364914","phenylephrine","8163"
"1364993","camphor","1952"
"1364993","menthol","6750"
"1365653","oxcarbazepine","32624"
"1365660","oxcarbazepine","32624"
"1365842","oxcarbazepine","32624"
"1365844","oxcarbazepine","32624"
"1365847","oxcarbazepine","32624"
"1365850","oxcarbazepine","32624"
"1365866","nepafenac","298665"
"1365899","ethinyl estradiol","4124"
"1365899","norgestimate","31994"
"1365902","chondroitin sulfates","2473"
"1365902","glucosamine","4845"
"1365902","methylsulfonylmethane","23247"
"1365979","varicella-zoster immune globulin","39385"
"1365980","ascorbic acid","1151"
"1365980","cholecalciferol","2418"
"1365980","sodium fluoride","9873"
"1365980","vitamin A","11246"
"1365984","ascorbic acid","1151"
"1365984","cholecalciferol","2418"
"1365984","sodium fluoride","9873"
"1365984","vitamin A","11246"
"1366022","acetaminophen","161"
"1366022","chlorpheniramine","2400"
"1366022","dextromethorphan","3289"
"1366022","phenylephrine","8163"
"1366116","bacitracin","1291"
"1366143","cholecalciferol","2418"
"1366143","vitamin E","11256"
"1366149","cholecalciferol","2418"
"1366149","vitamin E","11256"
"1366192","clobazam","21241"
"1366196","clobazam","21241"
"1366212","simethicone","9796"
"1366334","levonorgestrel","6373"
"1366339","levonorgestrel","6373"
"1366494","chlorcyclizine","2354"
"1366500","chlorcyclizine","2354"
"1366502","acetaminophen","161"
"1366502","doxylamine","3642"
"1366502","phenylephrine","8163"
"1366550","budesonide","19831"
"1366556","budesonide","19831"
"1366571","raxibacumab","1366567"
"1366653","acetaminophen","161"
"1366653","chlorpheniramine","2400"
"1366653","phenylephrine","8163"
"1366789","lidocaine","6387"
"1366825","acetaminophen","161"
"1366825","chlorpheniramine","2400"
"1366825","dextromethorphan","3289"
"1366825","pseudoephedrine","8896"
"1366873","hydrocodone","5489"
"1366873","pseudoephedrine","8896"
"1366875","hydrocodone","5489"
"1366875","pseudoephedrine","8896"
"1366948","chlorpheniramine","2400"
"1366948","phenylephrine","8163"
"1367204","acetaminophen","161"
"1367204","dextromethorphan","3289"
"1367204","guaifenesin","5032"
"1367204","phenylephrine","8163"
"1367205","acetaminophen","161"
"1367205","dextromethorphan","3289"
"1367205","phenylephrine","8163"
"1367206","acetaminophen","161"
"1367206","guaifenesin","5032"
"1367206","phenylephrine","8163"
"1367219","brompheniramine","1767"
"1367219","phenylephrine","8163"
"1367225","chlorpheniramine","2400"
"1367225","guaifenesin","5032"
"1367225","phenylephrine","8163"
"1367227","chlorpheniramine","2400"
"1367227","phenylephrine","8163"
"1367375","zinc pyrithione","39952"
"1367384","acetaminophen","161"
"1367384","pheniramine","8132"
"1367384","phenylephrine","8163"
"1367410","ergocalciferol","4018"
"1367416","ergocalciferol","4018"
"1367418","thrombin","10528"
"1367420","thrombin","10528"
"1367426","naproxen","7258"
"1367426","pseudoephedrine","8896"
"1367436","ethinyl estradiol","4124"
"1367436","etonogestrel","14584"
"1367439","ethinyl estradiol","4124"
"1367439","etonogestrel","14584"
"1367518","loxapine","6475"
"1367521","loxapine","6475"
"1367691","ethinyl estradiol","4124"
"1367691","norethindrone","7514"
"1367843","mipomersen","1367839"
"1368006","alogliptin","1368001"
"1368012","alogliptin","1368001"
"1368018","alogliptin","1368001"
"1368020","alogliptin","1368001"
"1368034","alogliptin","1368001"
"1368036","alogliptin","1368001"
"1368385","metformin","6809"
"1368385","alogliptin","1368001"
"1368391","metformin","6809"
"1368391","alogliptin","1368001"
"1368392","metformin","6809"
"1368392","alogliptin","1368001"
"1368398","metformin","6809"
"1368398","alogliptin","1368001"
"1368403","pioglitazone","33738"
"1368403","alogliptin","1368001"
"1368409","pioglitazone","33738"
"1368409","alogliptin","1368001"
"1368410","pioglitazone","33738"
"1368410","alogliptin","1368001"
"1368416","pioglitazone","33738"
"1368416","alogliptin","1368001"
"1368417","pioglitazone","33738"
"1368417","alogliptin","1368001"
"1368423","pioglitazone","33738"
"1368423","alogliptin","1368001"
"1368424","pioglitazone","33738"
"1368424","alogliptin","1368001"
"1368430","pioglitazone","33738"
"1368430","alogliptin","1368001"
"1368431","pioglitazone","33738"
"1368431","alogliptin","1368001"
"1368437","pioglitazone","33738"
"1368437","alogliptin","1368001"
"1368438","pioglitazone","33738"
"1368438","alogliptin","1368001"
"1368444","pioglitazone","33738"
"1368444","alogliptin","1368001"
"1368453","glycerol phenylbutyrate","1368451"
"1368459","glycerol phenylbutyrate","1368451"
"1368932","riboflavin","9346"
"1368954","mesalamine","52582"
"1368960","mesalamine","52582"
"1368963","chlorpheniramine","2400"
"1368963","phenylephrine","8163"
"1368963","chlophedianol","21254"
"1369403","phenylephrine","8163"
"1369403","chlophedianol","21254"
"1369403","dexbrompheniramine","22696"
"1369406","glucosamine","4845"
"1369412","glucosamine","4845"
"1369420","pseudoephedrine","8896"
"1369420","chlophedianol","21254"
"1369424","pseudoephedrine","8896"
"1369424","chlophedianol","21254"
"1369424","dexchlorpheniramine","22697"
"1369589","sulfuric acid","10231"
"1369589","sulfonated phenol","236718"
"1369718","pomalidomide","1369713"
"1369724","pomalidomide","1369713"
"1369726","pomalidomide","1369713"
"1369728","pomalidomide","1369713"
"1369730","pomalidomide","1369713"
"1369732","pomalidomide","1369713"
"1369734","pomalidomide","1369713"
"1369736","pomalidomide","1369713"
"1369737","ethinyl estradiol","4124"
"1369737","norgestimate","31994"
"1369753","pseudoephedrine","8896"
