atc_classification,activeingredient,activeingredient_cy,brandname_uk_cy,brandname_uk_lat,manufacturer,dosage_cy,dosage,info_uk
A10BB09,Gliclazide,Гліклазид,ГЛІКЛАЗИД‐ЗДОРОВ’Я,GLICLAZIDЕ‐ ZDOROVYE,"ТОВ ""Фармацевтична компанія ""Здоров'я"",
Україна",‐ табл. по 80 мг № 30;,‐ tablet. 80 mg № 30,https://compendium.com.ua/info/166972/
A10BB09,Gliclazide,Гліклазид,ГЛІКЛАЗИД‐ТЕВА,GLICLAZIDE‐TEVA,"Балканфарма ‐
Дупниця АТ, Болгарія","‐ табл. по 30 мг № 60;
‐ табл. по 60 мг № 30;","‐ tablet. 30 mg № 60
‐ tablet. 60 mg № 30",NA
A10BB09,Gliclazide,Гліклазид,ДІАБЕТОН® MR 60 мг,"DIABETON® MR
60 mg","Лабораторії Серв'є Індастрі, Франція","‐ табл. по 60 мг № 30
або № 90 або № 120;","‐ tablet. 60 mg № 30 or
№ 90 or № 120",https://compendium.com.ua/info/166115/diabeton‐sup‐sup‐mr‐60‐mg/
A10BB09,Gliclazide,Гліклазид,ДІАГЛІЗИД®,DIAGLIZIDE,"ПАТ ""Фармак"",
Україна","‐ табл. по 80 мг № 30
або № 60;","‐ tablet. 80 mg № 30 or
№ 60",https://compendium.com.ua/info/167290/51043/
A10BB09,Gliclazide,Гліклазид,ДІАГЛІЗИД® МR,DIAGLIZID МR,"ПАТ ""Фармак"",
Україна","‐ табл. по 30 мг № 30;
‐ табл. по 60 мг № 30
або № 60;","‐ tablet. 30 mg № 30
‐ tablet. 60 mg № 30 or
№ 60",https://compendium.com.ua/info/171045/100083‐123651/
A10BB09,Gliclazide,Гліклазид,ОЗІКЛІД,OZIKLIDE,"Сан Фармасьютикал Індастріз Лімітед,
Індія",‐ табл. по 30 мг № 60;,‐ tablet. 30 mg № 60,NA
A10BB12,Glimepiride,Глімепірид,АМАРИЛ®,(AMARYL®,"Санофі С.п.А., Італія","‐ табл. по 2 мг № 30;
‐ табл. по 3 мг № 30;
‐ табл. по 4 мг № 30;","‐ tablet. 2 mg № 30
‐ tablet. 3 mg № 30
‐ tablet. 4 mg № 30",https://compendium.com.ua/info/77692/105234/
A10BB12,Glimepiride,Глімепірид,ГЛИМАКС®,GLIMAX®,"ТОВ ""КУСУМ ФАРМ"",
Україна","‐ табл. по 2 мг № 30;
‐ табл. по 3 мг № 30;
‐ табл. по 4 мг № 30;","‐ tablet. 2 mg № 30
‐ tablet. 3 mg № 30
‐ tablet. 4 mg № 30",NA
A10BB12,Glimepiride,Глімепірид,ГЛІМЕПІРИД АЙКОР®,GLIMEPIRIDE AICORE®,"Фармацеутско‐ Хемійська Індастріа,
Здравлє АД, Сербія","‐ табл. по 2 мг № 30;
‐ табл. по 3 мг № 30;
‐ табл. по 4 мг № 30;","‐ tablet. 2 mg № 30
‐ tablet. 3 mg № 30
‐ tablet. 4 mg № 30",NA
A10BB12,Glimepiride,Глімепірид,ГЛІМЕПІРИД ІНДАР,GLIMEPIRIDE INDAR,"ПрАТ ""По
виробництву інсулінів
""Індар"", Україна","‐ табл. по 2 мг № 30;
‐ табл. по 3 мг № 30;
‐ табл. по 4 мг № 30;","‐ tablet. 2 mg № 30
‐ tablet. 3 mg № 30
‐ tablet. 4 mg № 30",NA
A10BB12,Glimepiride,Глімепірид,ГЛІМЕПІРИД‐КВ,GLIMEPIRIDE‐KV,"АТ ""Київський вітамінний завод"",
Україна","‐ табл. по 2 мг № 30;
‐ табл. по 3 мг № 30;
‐ табл. по 4 мг № 30;","‐ tablet. 2 mg № 30
‐ tablet. 3 mg № 30
‐ tablet. 4 mg № 30",NA
A10BB12,Glimepiride,Глімепірид,ГЛІМЕПІРИД‐ТЕВА,GLIMEPIRIDE‐TEVA,"ТЕВА Фармацевтікал Індастріз Лтд., Ізраїль","‐ табл. по 2 мг № 30;
‐ табл. по 3 мг № 30 ;
‐ табл. по 4 мг № 30;","‐ tablet. 2 mg № 30
‐ tablet. 3 mg № 30
‐ tablet. 4 mg № 30",NA
A10BB12,Glimepiride,Глімепірид,ГЛІНОВА,GLINOVA,"Індоко Ремедіз Лімітед, Індія","‐ табл. по 1 мг № 10
або № 30;
‐ табл. по 2 мг № 10
або № 30;
‐ табл. по 3 мг № 10
або № 30;
‐ табл. по 4 мг № 10
або № 30;","‐ tablet. 1 mg № 10 or №
30
‐ tablet. 2 mg № 10 or №
30
‐ tablet. 3 mg № 10 or №
30
‐ tablet. 4 mg № 10 or №
30",NA
A10BB12,Glimepiride,Глімепірид,ДІАПІРИД®,DIAPIRIDE,"ПАТ ""Фармак"",
Україна","‐ табл. по 2 мг № 30
або № 60;
‐ табл. по 3 мг № 30
або № 60;
‐ табл. по 4 мг № 30
або № 60;","‐ tablet. 2 mg № 30 or №
60
‐ tablet. 3 mg № 30 or №
60
‐ tablet. 4 mg № 30 or №
60",https://compendium.com.ua/info/169967/diapirid‐sup‐sup‐/
A10BB12,Glimepiride,Глімепірид,ДІМАРИЛ®,DIMARYL,"ПАТ
""Київмедпрепарат"",
Україна","‐ табл. по 2 мг № 30
або № 50 або № 60;
‐ табл. по 3 мг № 30
або № 50 або № 60;
‐ табл. по 4 мг № 30
або № 50 або № 60;","‐ tablet. 2 mg № 30 or №
50 or № 60;
‐ tablet. 3 mg № 30 or №
50 or № 60;
‐ tablet. 4 mg № 30 or №
50 or № 60;",https://compendium.com.ua/info/220274/dimaril/
A10BB12,Glimepiride,Глімепірид,ІНСУПРИД,INSUPRID,"ОРЛД МЕДИЦИН ІЛАЧ САН. ВЕ ТІДЖ. А.Ш,
Туреччина","‐ табл. по 2 мг № 30;
‐ табл. по 3 мг № 30;
‐ табл. по 4 мг № 30;","‐ tablet. 2 mg № 30
‐ tablet. 3 mg № 30
‐ tablet. 4 mg № 30.",NA
A10BB12,Glimepiride,Глімепірид,МЕЛПАМІД,MELPAMID®,"Босналек д.д., Боснія і
Герцеговина","‐ табл. по 2 мг № 30;
‐ табл. по 3 мг № 30;","‐ tablet. 2 mg № 30
‐ tablet. 3 mg № 30",NA
A10BB12,Glimepiride,Глімепірид,ОЛТАР® 1 МГ,OLTAR® 1 MG,"A. Менаріні Мануфактурінг Логістікс енд Сервісес
С.р.Л. Італія.","‐ табл. по 1 мг № 30
або № 60;","‐ tablet. 1 mg № 30 or №
60",NA
A10BB12,Glimepiride,Глімепірид,ОЛТАР® 2 МГ,OLTAR® 2 MG,"A. Менаріні Мануфактурінг Логістікс енд Сервісес
С.р.Л. Італія.","‐ табл. по 2 мг № 30
або № 60;","‐ tablet. 2 mg № 30 or №
60",NA
A10BB12,Glimepiride,Глімепірид,ОЛТАР® 3 МГ,OLTAR® 3 MG,"A. Менаріні Мануфактурінг Логістікс енд Сервісес
С.р.Л. Італія.","‐ табл. по 3 мг № 30
або № 60;","‐ tablet. 3 mg № 30 or №
60",NA
A10BB12,Glimepiride,Глімепірид,ОЛТАР® 4 МГ,OLTAR® 4 MG,"A. Менаріні Мануфактурінг Логістікс енд Сервісес
С.р.ЛІталія.","‐ табл. по 4 мг № 30
або № 60;","‐ tablet. 4 mg № 30 or №
60",NA
A10BB12,Glimepiride,Глімепірид,ОЛТАР® 6 МГ,OLTAR® 6 MG,"A. Менаріні Мануфактурінг Логістікс енд Сервісес
С.р.Л. Італія.","‐ табл. по 6 мг № 30
або № 60;","‐ tablet. 6 mg № 30 or №
60",NA
A10BD02,Sulfonylureas / Metformin,Глімепірид/ Метформін,"АМАРИЛ® М 2 мг / 500
мг",AMARYL® М 2 mg / 500 mg,"Хендок Інк., Республіка Корея","‐ табл. по 2 мг/ 500 мг
№ 30;","‐ tablet. 2 mg / 500 mg
№ 30",https://compendium.com.ua/info/172268/amaril‐sup‐sup‐m‐2‐mg‐500‐mg/
A10BD02,Metformin / Sulfonamides,Метформін/ Глімепірид,ДУГЛИМАКС®,DUGLIMAX®,"ТОВ ""КУСУМ ФАРМ"",
Україна","‐ табл. по 500 мг/ 1 мг
№ 30 або № 60;","‐ tablet. 500 mg / 1 mg
№ 30 or № 60;",https://compendium.com.ua/info/200334/duglimaks‐sup‐sup‐/
NA,NA,NA,NA,NA,NA,"‐ табл. по 500 мг/ 2 мг
№ 30 або № 60;","‐ tablet. 500 mg / 2 mg
№ 30 or № 60 ;",NA
A10BD02,Metformin / Sulfonamides,Метформін/ Глібенкламід,ГЛІБОМЕТ®,GLIBOMET®,"БЕРЛІН‐ХЕМІ АГ,
Німеччина","‐ табл. по 400 мг/ 2.5
мг № 40 або № 100;","‐ tablet. 400 mg / 2.5 mg
№ 40 or № 100",https://compendium.com.ua/info/166473/glibomet‐sup‐sup‐/
A10BD02,Metformin / Sulfonamides,Метформін/ Глібенкламід,ГЛІБОФОР®,GLIBOFOR,"ПАТ ""Фармак"",
Україна","‐ табл. по 500 мг/5 мг
№ 30 або № 60 або
№ 100;","‐ tablet. 500 mg / 5 mg
№ 30 or № 60 or № 100",https://compendium.com.ua/info/200176/glibofor‐sup‐sup‐/
A10BD02,Metformin / Sulfonamides,Метформін/ Гліпізид,ДИБІЗИД‐М,DIBIZIDE‐M,"Мікро Лабс Лімітед, Індія","‐ табл. по 500 мг/5 мг
№ 60;","‐ tablet. 500 mg / 5 mg
№ 60",https://compendium.com.ua/info/166570/dibizid‐m/
A10BD02,Metformin / Sulfonamides,Метформін/ Гліклазид,ДІАНОРМ‐М,DIANORM‐М,"Мікро Лабс Лімітед, Індія",‐ табл. по 500 мг/80 мг № 60;,"‐ tablet. 500 mg / 80 mg
№ 60",https://compendium.com.ua/info/166569/dianorm‐m/
A10BD07,Sitagliptin / Metformin,Ситагліптин/ Метформін,ЯНУМЕТ,JANUMET®,"Мерк Шарп і Доум Б.В., Нідерланди","‐ табл. по 50 мг/1000 мг № 56;
‐ табл. по 50 мг/850
мг № 56;","‐ tablet. 50 mg / 1000 mg
№ 56
‐ tablet. 50 mg / 850 mg
№ 56",https://compendium.com.ua/info/173021/janumet/
A10BD08,Vildagliptin / Metformin,Вілдагліптин/ Метформін,АЙГЛІМЕТ,AIGLIMET,"АТ ""Фармак"", Україна","‐ табл. по 50 мг/1000 мг № 28;
‐ табл. по 50 мг/850
мг № 28;","‐ tablet. 50 mg / 1000 mg
№ 28
‐ tablet. 50 mg / 850 mg
№ 28",https://compendium.com.ua/info/363330/ajglimet/
A10BD08,Vildagliptin / Metformin,Вілдагліптин/ Метформін,ГАЛЬВУСМЕТ®,GALVUSMET®,"Новартіс Фарма Штейн АГ, Швейцарія","‐ табл. по 50 мг/1000 мг № 30 або № 60;
‐ табл. по 50 мг/850 мг № 30 або № 60;
‐ табл. по 50 мг/500
мг № 30 або № 60;","‐ tablet. 50 mg / 1000 mg
№ 30 or № 60
‐ tablet. 50 mg / 850 mg
№ 30 or № 60
‐ tablet. 50 mg / 500 mg
№ 30 or № 60",https://compendium.com.ua/info/200205/
A10BD10,Saxagliptin / Metformin,Саксагліптин/ Mетформін,КОМБОГЛІЗА XR,KOMBOGLYZA XR™,"АстраЗенека Фармасьютикалс ЛП, США","‐ табл. по 2,5 мг /1000
мг № 28;
‐ табл. по 5 мг /1000
мг № 28;
‐ табл. по 5 мг /500 мг
№ 28;","‐ tablet. 2.5 mg / 1000
mg № 28
‐ tablet. 5 mg / 1000 mg
№ 28
‐ tablet. 5 mg / 500 mg
№ 28",https://compendium.com.ua/info/211277/kombogliza‐xr/
A10BD15,Dapagliflozin / Metformin,Дапагліфлозин/ Метформін,КСІГДУО Пролонг,XIGDUO Prolong,"АстраЗенека Фармасьютикалс ЛП, США","‐ табл. по 10 мг /1000
мг № 28;
‐ табл. по 10 мг /500
мг № 28;
‐ табл. по 5 мг /1000
мг № 28;","‐ tablet. 10 mg / 1000 mg
№ 28
‐ tablet. 10 mg / 500 mg
№ 28
‐ tablet. 5 mg / 1000 mg
№ 28",https://compendium.com.ua/info/322764/ksigduo‐prolong/
A10BD21,Saxagliptin / Dapagliflozin,Саксагліптин/Дапаглі флоз,КУТЕРН,‐,"АстраЗенека Фармасьютикалс ЛП,
США","‐ табл. по 5 мг /10 мг
№ 28;","‐ tablet. 5 mg / 10 mg №
28",https://mozdocs.kiev.ua/likiview.php?id=46312
A10BF03,Voglibose,Воглібоз,ВОКСИД®,VOXID®,"ТОВ ""КУСУМ ФАРМ"",
Україна","‐ табл. по 0,2 мг № 30
або № 100;
‐ табл. по 0,3 мг № 30
або № 100 ;","‐ tablet. 0.2 mg № 30 or
№ 100
‐ tablet. 0.3 mg № 30 or
№ 100",https://compendium.com.ua/info/220079/
A10BG03,Pioglitazone,Піоглітазон,ГЛЮТАЗОН®,GLUTAZONE®,"ТОВ ""КУСУМ ФАРМ"",
Україна","‐ табл. по 15 мг № 28
або № 30;
‐ табл. по 30 мг № 28
або № 30;
‐ табл. по 45 мг № 28
або № 30;","‐ tablet. 15 mg № 28 or
№ 30
‐ tablet. 30 mg № 28 or
№ 30
‐ tablet. 45 mg № 28 or
№ 30",https://compendium.com.ua/dec/262875/
A10BH01,Sitagliptin,Ситагліптин,СИТЕНА,SYTENA,"АТ ""Фармак"", Україна","‐ табл. по 50 мг №30 або № 60;
‐ табл. по 100 мг №30
або № 60;","‐ tablet. 50 mg №30 or
№ 60
‐ tablet. 100 mg №30 or
№ 60",https://mozdocs.kiev.ua/likiview.php?id=50702
A10BH01,Sitagliptin,Ситагліптин,ЯНУВІЯ,JANUVIA®,"Мерк Шарп і Доум Б.В., Нідерланди","‐ табл. по 25 мг №28;
‐ табл. по 50 мг № 28;
‐ табл. по 100 мг
№28;","‐ tablet. 25 mg №28
‐ tablet. 50 mg № 28
‐ tablet. 100 mg №28",https://compendium.com.ua/info/171987/januvija/
A10BH02,Vildagliptin,Вілдагліптин,АЙГЛІП®,AIGLIP,"ПАТ ""Фармак"",
Україна","‐ табл. по 50 мг №30
або № 60;","‐ tablet. 50 mg №30 or
№ 60",https://compendium.com.ua/info/356870/
A10BH02,Vildagliptin,Вілдагліптин,ВІЛГЛЕД,VILGLAD,"Гетеро Лабз Лімітед,
Індія","‐ табл. по 50 мг
№100;",‐ tablet. 50 mg №100,NA
A10BH02,Vildagliptin,Вілдагліптин,ГЛІПВІЛО,GLYPVILO®,"КРКА, д.д., Ново
место, Словенія","‐ табл. по 50 мг №30
або № 60;","‐ tablet. 50 mg №30 or
№ 60",NA
A10BH02,Vildagliptin,Вілдагліптин,ГЛІПТАР,GLIPTAR,"ПАТ

""Київмедпрепарат"",
Україна",‐ табл. по 50 мг № 60;,‐ tablet. 50 mg № 60,https://compendium.com.ua/info/334969/
A10BH03,Saxagliptin,Саксагліптин;,ОНГЛІЗА,ONGLYZAтм,"АстраЗенека Фармасьютикалс ЛП,
США","‐ табл. по 2,5 мг №
30;
‐ табл. по 5 мг № 30;","‐ tablet. 2.5 mg № 30
‐ tablet. 5 mg № 30",https://compendium.com.ua/info/172759/ongliza/
A10BH05,Linagliptin,Лінагліптин;,ТРАЖЕНТА®,TRAJENTA®,"Вест‐Вард Колумбус
Інк., США",‐ табл. по 5 мг №30;,‐ tablet. 5 mg №30,https://mozdocs.kiev.ua/likiview.php?id=47601
A10BH06,Gemigliptin,Гемігліптин,ЗЕМІГЛО,ZEMIGLO,"ЕлДжі Кем, Лтд.
Республіка Корея","‐ табл. по 50 мг №28
або № 56;","‐ tablet. 50 mg №28 or
№ 56",https://mozdocs.kiev.ua/likiview.php?id=45907
A10BJ02,Liraglutide,Ліраглутид;,САКСЕНДА®,SAХENDA®,"А/Т Ново Нордіск, Данія","розчин для ін'єкцій, 6 мг/мл; по 3 мл у картриджах, у попередньо
заповнену багатодозову одноразову шприц‐
ручку;","solution for injection, 6 mg / ml; 3 ml in cartridges enclosed in a
pre‐filled multi‐dose disposable syringe pen;",https://compendium.com.ua/info/557707/saksenda‐sup‐sup‐/
A10BJ02,Liraglutide,Ліраглутид,ВІКТОЗА®,VICTOZA®),"А/Т Ново Нордіск, Данія","розчин для ін'єкцій, 6 мг/мл, по 3 мл у картриджах, вкладених у
попередньо заповнену багатодозову одноразову шприц‐
ручку; № 1 або № 2;","solution for injection, 6 mg / ml, 3 ml in cartridges enclosed in
a pre‐filled multi‐dose disposable syringe pen;
№ 1 or № 2",https://compendium.com.ua/info/200083/viktoza‐sup‐sup‐/
A10BK01,Dapagliflozin,Дапагліфлозин,ФОРКСІГА,FORXIGA®,"Брістол‐Майєрс Сквібб С.р.Л., Італія","‐ табл. по 10 мг № 30;
‐ табл. по 5 мг № 30;","‐ tablet. 10 mg № 30
‐ tablet. 5 mg № 30",https://compendium.com.ua/info/220501/forksiga/
A10BK03,Empagliflozin,Емпагліфлозин,ДЖАРДІНС®,JARDIANCE®,"Берінгер Інгельхайм Фарма ГмбХ і Ко. КГ, Нiмеччина","‐ табл. по 25 мг №10 або № 30;
‐ табл. по 10 мг №10
або № 30;","‐ tablet. 25 mg №10 or
№ 30
‐ tablet. 10 mg №10 or
№ 30",https://compendium.com.ua/info/325823/dzhardins/
A10BX02,Repaglinide,Репаглінід,ІНСВАДА,INSVADA,"Ривофарм СА, Швейцарія",‐ табл. по 1 мг №30 або № 60 або № 90 ;,"‐ tablet. 1 mg №30 or №
60 or № 90",https://compendium.com.ua/info/255118/insvada/
A10BX02,Repaglinide,Репаглінід,НОВОНОРМ®,NOVONORM®,"А/Т Ново Нордіск, Данія","‐ табл. по 1 мг №30 або № 60;
‐ табл. по 2 мг №30
або № 60;","‐ tablet. 1 mg №30 or №
60
‐ tablet. 2 mg №30 or №
60",https://compendium.com.ua/info/55368/novonorm‐sup‐sup‐/
A10BX02,Repaglinide,Репаглінід,РЕПОДІАБ,REPODIAB®,"КРКА, д.д., Ново место, Словенія","‐ табл. по 0,5 мг №30 або № 60 або № 90;
‐ табл. по 1 мг №30 або № 60 або № 90;
‐ табл. по 2 мг №30
або № 60 або № 90;","‐ tablet. 0.5 mg №30 or
№ 60 or № 90
‐ tablet. 1 mg №30 or №
60 or № 90
‐ tablet. 2 mg №30 or №
60 or № 90",https://mozdocs.kiev.ua/likiview.php?id=50517
C02AA04,Rauwolfia alkaloids,Раувольфії екстракту,РАУНАТИН‐ЗДОРОВ’Я,RAUNATIN‐ZDOROVYE,"ТОВ ""Фармацевтична компанія ""Здоров'я"",
Україна",таблетки по 2 мг;,2 mg tablets;,https://compendium.com.ua/info/117134/raunatin‐zdorov_e/
C02AB01,Methyldopa,Метилдопа,ДОПЕГІТ®,DOPEGYT®,"ЗАТ Фармацевтичний завод ЕГІС, Угорщина",таблетки по 250 мг;,250 mg tablets;,https://compendium.com.ua/info/2780/dopegit‐sup‐sup‐/
